x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0,0,0,-48.04893494,-15.19389153,-0.027479659,-88.1187439,-55.96295357,-0.0356505,-110.218277,-92.06694603,-0.041941473,-133.7390137,-116.0406303,-0.047201225,-54.78755951,-124.1667938,-0.011731103,-73.59287262,-170.3869915,-0.027469606,-83.59527588,-197.8611803,-0.041735933,-90.80608368,-222.4465084,-0.053036166,-22.79354095,-131.7321396,-0.01463258,-30.39905548,-186.4721489,-0.023828936,-34.16072845,-219.8549938,-0.033851357,-37.42362976,-246.4189339,-0.042154421,8.188247681,-125.5834007,-0.023058211,6.451263428,-173.7324429,-0.038936333,4.591903687,-201.6451693,-0.049252955,1.787757874,-226.2927246,-0.056739183,38.71826172,-109.2492771,-0.034642608,53.79081726,-142.8467846,-0.051474643,63.57910156,-165.5004358,-0.058520329,71.47449493,-187.9095268,-0.06315699,HELLO
0,0,0,-48.62236023,-20.61404228,-0.02724335,-84.10442352,-63.56889725,-0.037293314,-103.2124329,-101.22262,-0.045910581,-125.9696579,-124.393158,-0.053405418,-47.29389191,-129.9628544,-0.006817,-50.48549652,-179.4460487,-0.022642028,-49.75646973,-208.5943937,-0.039585086,-47.55718231,-234.2526627,-0.0530509,-18.4803772,-134.457922,-0.009719824,-20.49785614,-190.0258541,-0.019331286,-20.66799164,-222.6010895,-0.031175914,-20.454216,-248.6606598,-0.041407442,8.971977234,-127.8856945,-0.018312794,7.395324707,-179.6173954,-0.03016555,6.418800354,-207.8702402,-0.037100735,4.812278748,-231.9109154,-0.043343163,38.21250916,-112.1131611,-0.030810545,41.79489136,-151.5010357,-0.042407895,41.65622711,-175.586586,-0.045522804,39.416008,-197.8484344,-0.048167958,HELLO
0,0,0,-48.31748962,-20.74576378,-0.027328145,-83.92433167,-63.61616135,-0.03725266,-102.4250412,-101.3981152,-0.045495241,-125.1573944,-125.3199005,-0.05261528,-48.38920593,-131.0445499,-0.008106005,-56.74411774,-180.7872105,-0.022943209,-61.54331207,-210.2613115,-0.038664906,-65.22186279,-236.4729595,-0.051558285,-17.92457581,-135.7927895,-0.011219814,-18.5697937,-192.1546125,-0.01957235,-17.93113708,-224.9012232,-0.030313256,-17.59269714,-251.0604858,-0.039887353,10.96061707,-128.4848785,-0.019907233,11.05918884,-180.1810169,-0.031508772,10.25661469,-208.9634228,-0.038883558,8.305435181,-234.0497446,-0.045693825,40.4718399,-112.0981121,-0.032304859,47.3865509,-150.6501389,-0.043861239,49.67990875,-174.2553234,-0.046836442,49.92900848,-196.6270638,-0.049592043,HELLO
0,0,0,-48.02093506,-17.67814636,-0.025658811,-87.41458893,-59.13096428,-0.032892566,-108.2869339,-96.96993828,-0.038626891,-130.7089615,-121.9849777,-0.043654986,-52.91843414,-124.1099739,-0.009433667,-68.90293121,-171.4244986,-0.024537457,-78.28414917,-199.4844246,-0.039202616,-84.86881256,-224.7328091,-0.051386718,-21.76055908,-131.7809486,-0.01328714,-30.5865097,-187.3718548,-0.02300784,-35.5802536,-221.4540625,-0.035385523,-39.65511322,-249.6386576,-0.045982555,8.826904297,-126.2647247,-0.022217825,8.195838928,-176.5802193,-0.037448283,7.006454468,-206.1923218,-0.049318258,4.502220154,-232.0977259,-0.058875058,39.44911957,-110.4558563,-0.03412151,55.11894226,-144.3561745,-0.049870625,64.9118042,-167.9256105,-0.057219796,72.85083771,-190.86133,-0.062857289,HELLO
0,0,0,-47.67024994,-16.69981956,-0.028465671,-87.69260406,-56.55341148,-0.037643227,-110.1010132,-93.21484566,-0.044876996,-132.8278732,-117.7035141,-0.050741679,-52.83351898,-124.9718857,-0.011942933,-67.23068237,-173.0055141,-0.028225525,-75.34099579,-201.4154434,-0.043343603,-81.41201019,-227.1791267,-0.055297881,-21.91112518,-132.0821857,-0.014590541,-28.4274292,-187.4729633,-0.024388989,-31.69216156,-222.1517515,-0.034742854,-34.38419342,-249.8638058,-0.04337871,8.250465393,-126.0280323,-0.02291263,6.908683777,-174.4085169,-0.038442618,4.701080322,-202.5882339,-0.048100311,1.768341064,-226.9882679,-0.055247217,38.52714539,-110.1310444,-0.034697752,53.02650452,-143.5051775,-0.050810742,61.91871643,-166.0272217,-0.057253736,69.40536499,-187.9823971,-0.061525951,HELLO
0,0,0,-54.5583725,-18.22134018,-0.034524,-97.88509369,-52.58789063,-0.053241255,-126.669693,-84.51018333,-0.070427532,-152.6851654,-107.7731037,-0.086050357,-57.56996155,-136.187067,-0.011936324,-60.75534821,-190.4590988,-0.031948178,-57.99861908,-221.30476,-0.053344204,-53.91811371,-249.5777178,-0.069812859,-30.01125336,-142.1982193,-0.014454543,-34.04087067,-201.8269157,-0.026745441,-33.60675812,-235.6954336,-0.040014486,-32.31708527,-264.0774393,-0.051364767,-2.834434509,-137.4036884,-0.023940286,-8.109512329,-192.3976421,-0.036051067,-10.73120117,-223.2685947,-0.041574999,-12.59117126,-250.4699278,-0.047365445,27.04940796,-123.621726,-0.038703288,23.7972641,-166.1147976,-0.049806158,20.22003174,-191.5045452,-0.051338407,16.27170563,-214.6192217,-0.052953466,HELLO
0,0,0,-52.24720001,-16.90429688,-0.037448753,-97.25708008,-53.11995506,-0.057306424,-129.5726013,-85.5435276,-0.07449869,-158.4636307,-108.9739609,-0.090269416,-59.07238007,-133.6780357,-0.024262719,-76.22211456,-187.3236752,-0.047493055,-85.17211914,-220.3896332,-0.067222036,-90.34790039,-248.8566399,-0.081796922,-26.76208496,-142.4785852,-0.025944112,-32.90496826,-204.1837692,-0.041543364,-34.5287323,-241.5867805,-0.053597119,-35.30719757,-270.9516191,-0.062894568,5.844535828,-137.402029,-0.034282047,2.421913147,-190.7815361,-0.052516445,0.322799683,-222.5424671,-0.060418587,-2.059326172,-250.0545931,-0.066153183,39.22595978,-122.0675468,-0.047103934,47.38788605,-163.5041714,-0.062615879,51.4730072,-189.7278643,-0.065721631,53.74526978,-214.4883442,-0.06774088,HELLO
0,0,0,-51.8013382,-17.19260216,-0.034879678,-97.46677399,-52.24837303,-0.053533194,-129.3420792,-82.96045303,-0.069951498,-157.216568,-106.4683342,-0.085146309,-60.07080078,-134.5618057,-0.02243502,-77.52685547,-187.7974033,-0.045256016,-87.08976746,-220.0776529,-0.064907828,-93.53622437,-247.9840279,-0.079516039,-27.71030426,-143.1661749,-0.025646429,-33.73104095,-204.6954918,-0.041365789,-35.70526123,-242.1548367,-0.054128182,-37.13871002,-271.5097332,-0.064016418,4.785957336,-137.9441214,-0.03533397,1.389083862,-191.3139153,-0.053936512,-0.960464478,-222.8419304,-0.06286166,-3.910980225,-250.158205,-0.069310256,37.84111023,-122.5741625,-0.049222884,45.81569672,-163.939147,-0.065207013,49.60250854,-190.2684689,-0.069032968,51.34468079,-215.2007389,-0.071616576,HELLO
0,0,0,-49.91703033,-24.25764084,-0.029002668,-76.72515869,-71.52271271,-0.038444512,-79.24842834,-117.5595188,-0.046589445,-93.9099884,-150.0125313,-0.053641707,-48.71803284,-134.4287968,-0.003158008,-47.51689911,-185.5926704,-0.023620198,-41.66172028,-216.9509554,-0.045222227,-34.22294617,-245.5143929,-0.061299756,-20.34843445,-139.9613857,-0.006199726,-17.22015381,-199.3381691,-0.019230478,-11.34899139,-233.9138961,-0.035475452,-5.132141113,-264.2501307,-0.048853025,4.399604797,-133.7554264,-0.015709551,6.462898254,-188.6183739,-0.029297339,8.466682434,-221.9578314,-0.038527619,11.73698425,-251.0520458,-0.046777241,32.72068024,-118.566556,-0.02963814,32.18429565,-161.6955614,-0.041295659,30.84339142,-187.837615,-0.044142067,28.71341705,-211.4212418,-0.047116585,HELLO
0,0,0,-50.09494781,-23.81795883,-0.027041386,-77.71968842,-70.15766144,-0.035934979,-81.66160583,-116.1762285,-0.043937677,-97.62706757,-148.8086128,-0.050638487,-50.58357239,-135.2913094,0.000858825,-51.09886169,-186.0968685,-0.017884027,-47.06428528,-216.3520145,-0.038559833,-41.72966003,-243.7507725,-0.05419082,-22.43560791,-141.1920547,-0.002807709,-22.55466461,-200.6292915,-0.014449251,-20.2501297,-234.6219635,-0.029973542,-18.21609497,-263.7684488,-0.042793853,2.527885437,-135.1505899,-0.012833032,1.312179565,-190.0738907,-0.0251247,0.694007874,-222.6825929,-0.032903691,0.733566284,-250.9119987,-0.040162632,31.36554718,-120.0365782,-0.027177995,28.6699295,-162.6975346,-0.037837347,25.46073914,-188.4711456,-0.03964013,21.51500702,-211.8884897,-0.041718224,HELLO
0,0,0,-50.68759918,-24.0024662,-0.028410667,-79.26441193,-70.29078484,-0.038118505,-84.20310974,-115.9187937,-0.046660379,-99.61330414,-148.4291124,-0.053659328,-51.7924881,-134.6851015,-0.00127182,-53.09879303,-185.4214954,-0.021129216,-49.51263428,-216.0595894,-0.042308,-44.582901,-243.6831522,-0.057941993,-23.28681946,-140.6124687,-0.004263223,-24.35230255,-199.6512365,-0.016740945,-22.82318115,-234.2348957,-0.032098201,-21.27540588,-263.8251686,-0.044439939,2.272033691,-134.9223948,-0.013724492,0.031547546,-189.6154833,-0.026430306,-0.516014099,-222.1536684,-0.033464839,-0.268249512,-250.1838398,-0.039815248,31.31072998,-120.3131104,-0.027653127,28.47915649,-162.7776146,-0.03804673,25.37189484,-188.4053278,-0.039056101,21.47403717,-211.4041615,-0.040289451,HELLO
0,0,0,-50.11745453,-23.97345543,-0.02988235,-81.06773376,-68.22149277,-0.040886105,-87.8754425,-112.6236105,-0.05040649,-100.8348083,-147.5514793,-0.058268667,-53.71704102,-134.9911594,-0.004293749,-55.67455292,-185.6303501,-0.025612271,-52.41630554,-216.4706469,-0.047592045,-47.35466003,-244.4645405,-0.063726467,-24.83776093,-140.120573,-0.007095281,-27.12585449,-197.9520464,-0.021376968,-26.29520416,-232.6712394,-0.038057116,-25.06629944,-263.3535862,-0.051169933,1.709785461,-133.8706684,-0.016409713,-0.912513733,-187.3897934,-0.031341125,-1.739425659,-219.7298312,-0.040024769,-2.190704346,-248.3772612,-0.047112861,31.45999908,-118.5668707,-0.0301102,29.18361664,-160.2147532,-0.042921622,26.61579132,-185.5646324,-0.045492054,23.13804626,-208.8039351,-0.047445149,HELLO
0,0,0,-50.45944214,-23.90587807,-0.030470484,-81.38492584,-68.83040428,-0.041411113,-88.24169159,-114.2285442,-0.050694439,-102.2528458,-149.2968893,-0.058172337,-53.59741211,-136.612072,-0.003911586,-55.89950562,-187.8743649,-0.024435516,-53.2913208,-218.8618755,-0.045979909,-49.13532257,-246.9659758,-0.061857618,-24.92153168,-141.8895292,-0.005857418,-27.53299713,-199.701376,-0.019358634,-27.40512848,-234.1996622,-0.03552404,-26.99748993,-264.4936609,-0.048358183,1.336631775,-135.8051491,-0.014375395,-1.433334351,-189.0272284,-0.028282403,-2.714729309,-221.0320473,-0.036569491,-3.776321411,-249.0602875,-0.043546184,30.70983887,-120.79741,-0.027422742,28.65703583,-162.2961617,-0.039303235,25.809021,-187.6657104,-0.041767258,22.0772934,-210.9318066,-0.043746609,HELLO
0,0,0,-49.64313507,-24.42111969,-0.028377457,-78.63689423,-68.70154381,-0.039686667,-84.47822571,-112.6154566,-0.049899945,-98.18382263,-146.735816,-0.058831228,-50.42690277,-134.9812746,-0.006148824,-52.67093658,-186.0708904,-0.028287547,-49.17041779,-216.9941711,-0.050671915,-43.70868683,-245.3100872,-0.067119835,-22.18437195,-139.7832298,-0.01007945,-24.61765289,-197.9205322,-0.025423475,-23.55995178,-232.5412703,-0.042836053,-21.75151825,-263.3586502,-0.056504427,4.056129456,-133.4508276,-0.020149153,1.656646729,-187.3230457,-0.035600485,0.897331238,-219.975915,-0.045008102,0.532913208,-249.1380072,-0.052850196,33.73195648,-118.0157661,-0.034423539,32.25749969,-159.8731756,-0.047626199,29.88197327,-185.5755186,-0.050867947,26.29573822,-209.5447397,-0.053519582,HELLO
0,0,0,50.14856339,-20.30158997,-0.033219444,81.73407555,-63.00627708,-0.043777401,93.74368668,-106.551733,-0.051960396,115.4981422,-135.0877333,-0.058484527,61.71336174,-130.9806776,-0.007754523,69.58100319,-181.4368343,-0.025425926,69.05631065,-211.0998631,-0.043283461,66.36592865,-235.889554,-0.056139575,30.71055412,-138.0999756,-0.005647272,40.61392784,-194.6973038,-0.019468948,45.20861626,-229.3404293,-0.034977539,48.31004143,-256.3326359,-0.046399946,1.141953468,-134.6242619,-0.009481954,7.528886795,-187.2646093,-0.024592664,15.35202026,-217.8484297,-0.036561774,23.61216545,-242.2587633,-0.044818552,-29.80066776,-122.6888323,-0.017197097,-27.91480541,-164.855175,-0.031900248,-22.33398914,-190.5098391,-0.038303411,-14.13760662,-213.9331484,-0.042022357,HELLO
0,0,0,50.14367104,-19.49692726,-0.032239242,84.49647903,-58.86723518,-0.045183564,100.2583694,-98.32686424,-0.056158955,124.1226959,-125.0465155,-0.065967246,65.11356354,-130.0217915,-0.013617222,73.51783752,-181.9117069,-0.033362764,74.2845726,-212.287302,-0.05188145,73.31149101,-238.0313587,-0.065005853,34.15494919,-137.4693346,-0.014012832,44.74680901,-195.9727907,-0.030294086,50.08559227,-231.8356705,-0.046625363,54.66911316,-260.2563429,-0.058437529,3.773651123,-134.7675419,-0.019851946,12.084198,-189.5955849,-0.036515723,21.98151588,-221.9959545,-0.04848748,32.75183678,-248.2910585,-0.056621111,-28.88170719,-123.8288784,-0.029436706,-24.8487711,-168.3895826,-0.045661526,-17.87261486,-196.1862659,-0.051986913,-8.236851692,-221.9246578,-0.055332123,HELLO
0,0,0,53.32093239,-15.81258774,-0.032539305,98.10819626,-46.29916191,-0.047701509,132.0952225,-73.33107948,-0.061759905,163.4934807,-86.24977112,-0.075517514,65.50706863,-124.893651,-0.020766725,85.29663086,-173.9035892,-0.03722958,93.74078751,-204.6212769,-0.051742577,98.92505646,-229.9490547,-0.063142598,32.2120285,-133.4874916,-0.022646894,39.20843124,-191.3483047,-0.035669808,41.60885811,-225.7291889,-0.048811038,42.12193489,-251.8618727,-0.059262828,0.07689476,-129.8741627,-0.029277478,0.529022217,-183.8328266,-0.045356986,2.286815643,-215.5426884,-0.058564094,4.380598068,-240.3728914,-0.068338857,-32.38415718,-116.0333776,-0.039513618,-50.92344284,-154.9353647,-0.057750278,-60.89951515,-182.0427132,-0.066797458,-67.13229179,-207.1229553,-0.072203846,HELLO
0,0,0,50.37403107,-21.45775795,-0.024940866,81.34466171,-62.52373695,-0.033348133,91.53642654,-101.3639545,-0.041138814,106.819706,-131.0808134,-0.048398198,60.92439651,-130.5118847,-0.007869476,65.0317955,-181.8950129,-0.026679895,62.35445023,-211.3226223,-0.044183859,57.47211456,-236.0028791,-0.056467814,30.25112152,-136.011529,-0.011049659,35.35853386,-194.8878336,-0.026694297,35.42002678,-229.8413801,-0.042299138,33.6472702,-257.2179794,-0.053344769,0.991802216,-130.9518671,-0.019068105,4.006376266,-186.7172527,-0.035714911,7.285728455,-218.2222366,-0.046728474,10.15161514,-244.0797329,-0.05392477,-29.9737215,-116.7996025,-0.029980815,-28.60362053,-160.9430552,-0.045998563,-22.9331398,-187.4118805,-0.051403025,-15.20614624,-212.1632481,-0.054017865,HELLO
0,0,0,50.74402809,-14.60454941,-0.036297558,92.35251427,-48.06332588,-0.053470364,119.065733,-82.57141113,-0.067624448,147.6090336,-105.28965,-0.08131258,68.40527534,-120.3790855,-0.034693709,93.06475639,-169.6891737,-0.055021627,103.3608723,-201.3289261,-0.070555238,108.9500141,-227.6927233,-0.082391365,34.53324318,-130.7791471,-0.035226977,46.04364395,-189.9563313,-0.052434145,50.29678345,-225.4033184,-0.067500828,51.5084362,-252.754612,-0.079115702,1.198759079,-128.4959936,-0.039923666,5.482797623,-183.3333492,-0.059341872,9.846363068,-216.051321,-0.075331656,13.82554054,-242.7147388,-0.087351246,-32.76747704,-115.2278137,-0.047815593,-48.88589859,-154.2384911,-0.070105536,-59.45603371,-180.6098843,-0.081821187,-67.00312614,-205.5921364,-0.088995619,HELLO
0,0,0,50.93824387,-15.24307251,-0.033197892,92.32484818,-49.90691185,-0.048084849,117.7028465,-85.09288788,-0.060640631,143.2341957,-108.3657074,-0.072874972,70.18602371,-121.7126369,-0.030634876,93.31644058,-172.2185326,-0.050481295,102.7960968,-204.3993473,-0.066022785,107.6565361,-231.1868477,-0.077902445,36.00691795,-131.9862843,-0.032364176,45.81289291,-192.2288418,-0.049523552,49.41371918,-228.0744553,-0.064884716,50.37899017,-255.2873039,-0.076623612,2.71484375,-129.5994329,-0.038110153,5.903654099,-184.7688818,-0.057348212,9.746379852,-218.3254051,-0.073249937,13.17098618,-245.1460505,-0.085114309,-31.15090847,-116.4472389,-0.04687027,-46.79888725,-156.1046505,-0.068953545,-56.33051872,-183.5181427,-0.080610597,-62.94386864,-209.2887497,-0.087679648,HELLO
0,0,0,50.47326088,-15.42901039,-0.032466944,90.10518074,-51.70160294,-0.046168193,112.2926426,-88.40037346,-0.057816587,137.4618435,-111.703949,-0.068948552,70.51877022,-121.5143681,-0.02638519,91.35100365,-170.896225,-0.046391599,100.3969479,-202.4388599,-0.062352001,105.2391911,-228.6592054,-0.074294082,36.94865227,-131.9185352,-0.027850901,47.59789467,-191.1301947,-0.044808548,51.54240608,-226.7940903,-0.059642605,52.3979187,-253.885231,-0.070534847,4.138183594,-129.4983387,-0.033572595,7.743377686,-184.3426609,-0.051774557,11.25452995,-217.2354841,-0.066088929,14.7204113,-243.8628244,-0.076562382,-29.53953743,-116.308651,-0.042492933,-39.93724346,-155.9133196,-0.062095403,-46.11372471,-182.4761009,-0.071858562,-49.76755142,-207.151351,-0.077694475,HELLO
0,0,0,50.04905701,-16.4602375,-0.026254699,87.52429008,-52.77176857,-0.036430564,110.47925,-87.16655731,-0.045442343,133.8021183,-107.8566742,-0.054185015,62.7827549,-121.9096327,-0.019623973,79.48382378,-170.3558207,-0.035804924,86.40118599,-200.9760189,-0.049920351,89.91929054,-227.0075798,-0.061167878,30.5480957,-131.1283922,-0.02299516,39.06953812,-188.0938196,-0.03628637,42.48642921,-222.1525383,-0.049771339,43.70137215,-249.7739553,-0.060470038,-0.913801193,-128.5287952,-0.030075871,0.841197968,-180.6865883,-0.045411945,3.738336563,-213.4526539,-0.059714355,6.280965805,-240.5628061,-0.070917279,-33.42832088,-115.595026,-0.039865144,-49.78731155,-152.4274349,-0.057669674,-59.20160294,-178.2296562,-0.067320295,-65.86510658,-202.6304626,-0.073644244,HELLO
